x	y	label	key	showSelected1	showSelected2
0	50	1	1	0	1
2	59	1	1	2	1
4	67	1	1	4	1
6	72	1	1	6	1
8	84	1	1	8	1
10	101	1	1	10	1
12	114	1	1	12	1
14	133	1	1	14	1
16	157	1	1	16	1
18	179	1	1	18	1
20	207	1	1	20	1
21	213	1	1	21	1
0	48	2	2	0	2
2	57	2	2	2	2
4	66	2	2	4	2
6	80	2	2	6	2
8	92	2	2	8	2
10	111	2	2	10	2
12	130	2	2	12	2
14	146	2	2	14	2
16	170	2	2	16	2
18	195	2	2	18	2
20	217	2	2	20	2
21	223	2	2	21	2
0	51	3	3	0	3
2	47	3	3	2	3
4	63	3	3	4	3
6	75	3	3	6	3
8	92	3	3	8	3
10	107	3	3	10	3
12	123	3	3	12	3
14	146	3	3	14	3
16	171	3	3	16	3
18	195	3	3	18	3
20	206	3	3	20	3
21	210	3	3	21	3
0	50	4	4	0	4
2	57	4	4	2	4
4	64	4	4	4	4
6	75	4	4	6	4
8	82	4	4	8	4
10	95	4	4	10	4
12	110	4	4	12	4
14	116	4	4	14	4
16	144	4	4	16	4
18	162	4	4	18	4
20	168	4	4	20	4
21	165	4	4	21	4
0	49	5	5	0	5
2	50	5	5	2	5
4	56	5	5	4	5
6	68	5	5	6	5
8	87	5	5	8	5
10	114	5	5	10	5
12	149	5	5	12	5
14	172	5	5	14	5
16	205	5	5	16	5
18	207	5	5	18	5
20	228	5	5	20	5
21	231	5	5	21	5
0	49	6	6	0	6
2	57	6	6	2	6
4	67	6	6	4	6
6	82	6	6	6	6
8	105	6	6	8	6
10	132	6	6	10	6
12	149	6	6	12	6
14	156	6	6	14	6
16	163	6	6	16	6
18	168	6	6	18	6
20	168	6	6	20	6
21	165	6	6	21	6
0	49	7	7	0	7
2	57	7	7	2	7
4	65	7	7	4	7
6	79	7	7	6	7
8	97	7	7	8	7
10	120	7	7	10	7
12	154	7	7	12	7
14	182	7	7	14	7
16	226	7	7	16	7
18	258	7	7	18	7
20	296	7	7	20	7
21	313	7	7	21	7
0	50	8	8	0	8
2	58	8	8	2	8
4	69	8	8	4	8
6	79	8	8	6	8
8	92	8	8	8	8
10	101	8	8	10	8
12	118	8	8	12	8
14	124	8	8	14	8
16	134	8	8	16	8
18	142	8	8	18	8
20	133	8	8	20	8
0	50	9	9	0	9
2	59	9	9	2	9
4	67	9	9	4	9
6	76	9	9	6	9
8	93	9	9	8	9
10	104	9	9	10	9
12	98	9	9	12	9
14	100	9	9	14	9
16	101	9	9	16	9
18	108	9	9	18	9
20	108	9	9	20	9
21	106	9	9	21	9
0	49	10	10	0	10
2	52	10	10	2	10
4	60	10	10	4	10
6	71	10	10	6	10
8	82	10	10	8	10
10	89	10	10	10	10
12	97	10	10	12	10
14	104	10	10	14	10
16	109	10	10	16	10
18	120	10	10	18	10
20	128	10	10	20	10
21	132	10	10	21	10
0	51	11	11	0	11
2	59	11	11	2	11
4	71	11	11	4	11
6	92	11	11	6	11
8	120	11	11	8	11
10	147	11	11	10	11
12	176	11	11	12	11
14	185	11	11	14	11
16	190	11	11	16	11
18	192	11	11	18	11
20	189	11	11	20	11
21	183	11	11	21	11
0	49	12	12	0	12
2	57	12	12	2	12
4	64	12	12	4	12
6	70	12	12	6	12
8	80	12	12	8	12
10	96	12	12	10	12
12	127	12	12	12	12
14	143	12	12	14	12
16	170	12	12	16	12
18	193	12	12	18	12
20	203	12	12	20	12
21	213	12	12	21	12
0	49	13	13	0	13
2	56	13	13	2	13
4	61	13	13	4	13
6	68	13	13	6	13
8	73	13	13	8	13
10	75	13	13	10	13
12	79	13	13	12	13
14	78	13	13	14	13
16	79	13	13	16	13
18	89	13	13	18	13
20	99	13	13	20	13
21	104	13	13	21	13
0	49	14	14	0	14
2	57	14	14	2	14
4	70	14	14	4	14
6	87	14	14	6	14
8	109	14	14	8	14
10	136	14	14	10	14
12	172	14	14	12	14
14	200	14	14	14	14
16	235	14	14	16	14
18	256	14	14	18	14
20	267	14	14	20	14
21	274	14	14	21	14
0	49	15	15	0	15
2	57	15	15	2	15
4	64	15	15	4	15
6	72	15	15	6	15
8	76	15	15	8	15
10	76	15	15	10	15
12	75	15	15	12	15
14	76	15	15	14	15
0	49	16	16	0	16
2	53	16	16	2	16
4	57	16	16	4	16
6	59	16	16	6	16
8	65	16	16	8	16
10	59	16	16	10	16
12	62	16	16	12	16
0	50	17	17	0	17
2	59	17	17	2	17
4	69	17	17	4	17
6	80	17	17	6	17
8	91	17	17	8	17
10	97	17	17	10	17
12	106	17	17	12	17
14	111	17	17	14	17
16	121	17	17	16	17
18	131	17	17	18	17
20	141	17	17	20	17
21	150	17	17	21	17
0	47	18	18	0	18
2	43	18	18	2	18
0	51	19	19	0	19
2	56	19	19	2	19
4	63	19	19	4	19
6	70	19	19	6	19
8	73	19	19	8	19
10	79	19	19	10	19
12	90	19	19	12	19
14	96	19	19	14	19
16	114	19	19	16	19
18	128	19	19	18	19
20	152	19	19	20	19
21	165	19	19	21	19
0	49	20	20	0	20
2	55	20	20	2	20
4	62	20	20	4	20
6	66	20	20	6	20
8	73	20	20	8	20
10	81	20	20	10	20
12	85	20	20	12	20
14	97	20	20	14	20
16	106	20	20	16	20
18	115	20	20	18	20
20	123	20	20	20	20
21	125	20	20	21	20
0	48	21	21	0	21
2	58	21	21	2	21
4	70	21	21	4	21
6	94	21	21	6	21
8	133	21	21	8	21
10	171	21	21	10	21
12	225	21	21	12	21
14	248	21	21	14	21
16	283	21	21	16	21
18	315	21	21	18	21
20	326	21	21	20	21
21	339	21	21	21	21
0	49	22	22	0	22
2	63	22	22	2	22
4	72	22	22	4	22
6	85	22	22	6	22
8	98	22	22	8	22
10	103	22	22	10	22
12	116	22	22	12	22
14	119	22	22	14	22
16	139	22	22	16	22
18	156	22	22	18	22
20	172	22	22	20	22
21	175	22	22	21	22
0	51	23	23	0	23
2	60	23	23	2	23
4	69	23	23	4	23
6	81	23	23	6	23
8	98	23	23	8	23
10	111	23	23	10	23
12	135	23	23	12	23
14	143	23	23	14	23
16	153	23	23	16	23
18	171	23	23	18	23
20	178	23	23	20	23
21	183	23	23	21	23
0	50	24	24	0	24
2	60	24	24	2	24
4	66	24	24	4	24
6	82	24	24	6	24
8	74	24	24	8	24
10	76	24	24	10	24
12	78	24	24	12	24
14	79	24	24	14	24
16	80	24	24	16	24
18	80	24	24	18	24
20	84	24	24	20	24
21	82	24	24	21	24
0	48	25	25	0	25
2	57	25	25	2	25
4	70	25	25	4	25
6	86	25	25	6	25
8	110	25	25	8	25
10	132	25	25	10	25
12	154	25	25	12	25
14	172	25	25	14	25
16	205	25	25	16	25
18	239	25	25	18	25
20	267	25	25	20	25
21	273	25	25	21	25
0	50	26	26	0	26
2	56	26	26	2	26
4	65	26	26	4	26
6	82	26	26	6	26
8	101	26	26	8	26
10	122	26	26	10	26
12	144	26	26	12	26
14	155	26	26	14	26
16	177	26	26	16	26
18	213	26	26	18	26
20	244	26	26	20	26
21	259	26	26	21	26
0	47	27	27	0	27
2	54	27	27	2	27
4	66	27	27	4	27
6	81	27	27	6	27
8	95	27	27	8	27
10	108	27	27	10	27
12	123	27	27	12	27
14	131	27	27	14	27
16	152	27	27	16	27
18	171	27	27	18	27
20	193	27	27	20	27
21	200	27	27	21	27
0	47	28	28	0	28
2	54	28	28	2	28
4	66	28	28	4	28
6	81	28	28	6	28
8	100	28	28	8	28
10	122	28	28	10	28
12	153	28	28	12	28
14	164	28	28	14	28
16	192	28	28	16	28
18	215	28	28	18	28
20	220	28	28	20	28
21	241	28	28	21	28
0	47	29	29	0	29
2	56	29	29	2	29
4	67	29	29	4	29
6	82	29	29	6	29
8	95	29	29	8	29
10	114	29	29	10	29
12	142	29	29	12	29
14	158	29	29	14	29
16	195	29	29	16	29
18	238	29	29	18	29
20	287	29	29	20	29
21	317	29	29	21	29
0	50	30	30	0	30
2	56	30	30	2	30
4	67	30	30	4	30
6	80	30	30	6	30
8	93	30	30	8	30
10	106	30	30	10	30
12	123	30	30	12	30
14	130	30	30	14	30
16	151	30	30	16	30
18	159	30	30	18	30
20	165	30	30	20	30
21	158	30	30	21	30
0	50	31	31	0	31
2	61	31	31	2	31
4	70	31	31	4	31
6	81	31	31	6	31
8	93	31	31	8	31
10	110	31	31	10	31
12	131	31	31	12	31
14	146	31	31	14	31
16	178	31	31	16	31
18	212	31	31	18	31
20	243	31	31	20	31
21	264	31	31	21	31
0	49	32	32	0	32
2	57	32	32	2	32
4	73	32	32	4	32
6	90	32	32	6	32
8	115	32	32	8	32
10	137	32	32	10	32
12	167	32	32	12	32
14	187	32	32	14	32
16	229	32	32	16	32
18	271	32	32	18	32
20	299	32	32	20	32
21	313	32	32	21	32
0	47	33	33	0	33
2	58	33	33	2	33
4	71	33	33	4	33
6	85	33	33	6	33
8	104	33	33	8	33
10	119	33	33	10	33
12	145	33	33	12	33
14	152	33	33	14	33
16	159	33	33	16	33
18	154	33	33	18	33
20	164	33	33	20	33
21	155	33	33	21	33
0	49	34	34	0	34
2	57	34	34	2	34
4	71	34	34	4	34
6	93	34	34	6	34
8	115	34	34	8	34
10	142	34	34	10	34
12	172	34	34	12	34
14	194	34	34	14	34
16	243	34	34	16	34
18	302	34	34	18	34
20	335	34	34	20	34
21	349	34	34	21	34
0	49	35	35	0	35
2	61	35	35	2	35
4	72	35	35	4	35
6	95	35	35	6	35
8	131	35	35	8	35
10	166	35	35	10	35
12	209	35	35	12	35
14	246	35	35	14	35
16	295	35	35	16	35
18	340	35	35	18	35
20	369	35	35	20	35
21	381	35	35	21	35
0	47	36	36	0	36
2	56	36	36	2	36
4	69	36	36	4	36
6	84	36	36	6	36
8	106	36	36	8	36
10	124	36	36	10	36
12	153	36	36	12	36
14	174	36	36	14	36
16	206	36	36	16	36
18	235	36	36	18	36
20	233	36	36	20	36
21	228	36	36	21	36
0	49	37	37	0	37
2	56	37	37	2	37
4	64	37	37	4	37
6	76	37	37	6	37
8	88	37	37	8	37
10	91	37	37	10	37
12	111	37	37	12	37
14	120	37	37	14	37
16	143	37	37	16	37
18	165	37	37	18	37
20	177	37	37	20	37
21	186	37	37	21	37
0	49	38	38	0	38
2	57	38	38	2	38
4	69	38	38	4	38
6	82	38	38	6	38
8	106	38	38	8	38
10	117	38	38	10	38
12	136	38	38	12	38
14	162	38	38	14	38
16	200	38	38	16	38
18	240	38	38	18	38
20	288	38	38	20	38
21	298	38	38	21	38
0	50	39	39	0	39
2	58	39	39	2	39
4	69	39	39	4	39
6	86	39	39	6	39
8	97	39	39	8	39
10	117	39	39	10	39
12	138	39	39	12	39
14	154	39	39	14	39
16	178	39	39	16	39
18	222	39	39	18	39
20	258	39	39	20	39
21	280	39	39	21	39
0	49	40	40	0	40
2	63	40	40	2	40
4	74	40	40	4	40
6	87	40	40	6	40
8	109	40	40	8	40
10	128	40	40	10	40
12	162	40	40	12	40
14	190	40	40	14	40
16	223	40	40	16	40
18	270	40	40	18	40
20	303	40	40	20	40
21	329	40	40	21	40
0	50	41	41	0	41
2	59	41	41	2	41
4	74	41	41	4	41
6	93	41	41	6	41
8	111	41	41	8	41
10	132	41	41	10	41
12	163	41	41	12	41
14	161	41	41	14	41
16	183	41	41	16	41
18	192	41	41	18	41
20	207	41	41	20	41
21	212	41	41	21	41
0	50	42	42	0	42
2	57	42	42	2	42
4	71	42	42	4	42
6	92	42	42	6	42
8	111	42	42	8	42
10	134	42	42	10	42
12	168	42	42	12	42
14	182	42	42	14	42
16	212	42	42	16	42
18	242	42	42	18	42
20	277	42	42	20	42
21	289	42	42	21	42
0	50	43	43	0	43
2	63	43	43	2	43
4	77	43	43	4	43
6	104	43	43	6	43
8	139	43	43	8	43
10	165	43	43	10	43
12	192	43	43	12	43
14	196	43	43	14	43
16	205	43	43	16	43
18	206	43	43	18	43
20	207	43	43	20	43
21	208	43	43	21	43
0	50	44	44	0	44
2	59	44	44	2	44
4	73	44	44	4	44
6	94	44	44	6	44
8	111	44	44	8	44
10	126	44	44	10	44
12	135	44	44	12	44
14	146	44	44	14	44
16	153	44	44	16	44
18	154	44	44	18	44
0	49	45	45	0	45
2	58	45	45	2	45
4	69	45	45	4	45
6	86	45	45	6	45
8	106	45	45	8	45
10	125	45	45	10	45
12	143	45	45	12	45
14	149	45	45	14	45
16	155	45	45	16	45
18	182	45	45	18	45
20	205	45	45	20	45
21	204	45	45	21	45
0	48	46	46	0	46
2	60	46	46	2	46
4	70	46	46	4	46
6	90	46	46	6	46
8	109	46	46	8	46
10	128	46	46	10	46
12	152	46	46	12	46
14	164	46	46	14	46
16	181	46	46	16	46
18	218	46	46	18	46
20	239	46	46	20	46
21	246	46	46	21	46
0	49	47	47	0	47
2	61	47	47	2	47
4	74	47	47	4	47
6	87	47	47	6	47
8	108	47	47	8	47
10	131	47	47	10	47
12	156	47	47	12	47
14	165	47	47	14	47
16	176	47	47	16	47
18	193	47	47	18	47
20	218	47	47	20	47
21	213	47	47	21	47
0	47	48	48	0	48
2	58	48	48	2	48
4	70	48	48	4	48
6	88	48	48	6	48
8	112	48	48	8	48
10	133	48	48	10	48
12	162	48	48	12	48
14	178	48	48	14	48
16	230	48	48	16	48
18	269	48	48	18	48
20	311	48	48	20	48
21	330	48	48	21	48
0	48	49	49	0	49
2	61	49	49	2	49
4	72	49	49	4	49
6	93	49	49	6	49
8	116	49	49	8	49
10	136	49	49	10	49
12	160	49	49	12	49
14	174	49	49	14	49
16	192	49	49	16	49
18	211	49	49	18	49
20	241	49	49	20	49
21	245	49	49	21	49
0	49	50	50	0	50
2	62	50	50	2	50
4	75	50	50	4	50
6	92	50	50	6	50
8	113	50	50	8	50
10	130	50	50	10	50
12	163	50	50	12	50
14	183	50	50	14	50
16	213	50	50	16	50
18	242	50	50	18	50
20	272	50	50	20	50
21	272	50	50	21	50
